2025-05-24 16:51:56,807 - INFO - Trial 0 - Params: {'n_estimators': 332, 'max_depth': 10, 'learning_rate': 0.16338316188323204, 'subsample': 0.5174175300714327, 'colsample_bytree': 0.9885592988166956, 'gamma': 0.005190823596720184, 'min_child_weight': 10, 'random_state': 42, 'tree_method': 'hist'} - MSE: 0.0206
2025-05-24 18:01:21,930 - INFO - Trial 32 - Params: {'n_estimators': 592, 'max_depth': 3, 'learning_rate': 0.24731729352625065, 'subsample': 0.5821457801378614, 'colsample_bytree': 0.9634864772245, 'gamma': 2.401886386974095, 'min_child_weight': 2, 'random_state': 42, 'tree_method': 'hist'} - MSE: 0.0162
2025-05-24 18:01:24,667 - INFO - Trial 33 - Params: {'n_estimators': 308, 'max_depth': 4, 'learning_rate': 0.20998671973164504, 'subsample': 0.622690982210114, 'colsample_bytree': 0.7330171634092578, 'gamma': 1.2817839697539761, 'min_child_weight': 1, 'random_state': 42, 'tree_method': 'hist'} - MSE: 0.0170
2025-05-24 18:01:28,001 - INFO - Trial 34 - Params: {'n_estimators': 718, 'max_depth': 3, 'learning_rate': 0.10392989412903705, 'subsample': 0.5368578678513805, 'colsample_bytree': 0.640828590131144, 'gamma': 0.7705825676152724, 'min_child_weight': 3, 'random_state': 42, 'tree_method': 'hist'} - MSE: 0.0172
2025-05-24 18:01:31,957 - INFO - Trial 35 - Params: {'n_estimators': 888, 'max_depth': 4, 'learning_rate': 0.19435991978725267, 'subsample': 0.5295336600408832, 'colsample_bytree': 0.9223147343402018, 'gamma': 1.779228081331969, 'min_child_weight': 4, 'random_state': 42, 'tree_method': 'hist'} - MSE: 0.0164
2025-05-24 18:01:34,294 - INFO - Trial 36 - Params: {'n_estimators': 439, 'max_depth': 5, 'learning_rate': 0.17043257705191672, 'subsample': 0.5061821050861389, 'colsample_bytree': 0.5650898259329964, 'gamma': 0.40451941625931465, 'min_child_weight': 5, 'random_state': 42, 'tree_method': 'hist'} - MSE: 0.0196
2025-05-24 18:01:38,056 - INFO - Trial 37 - Params: {'n_estimators': 789, 'max_depth': 6, 'learning_rate': 0.2024846364256721, 'subsample': 0.6114150300991247, 'colsample_bytree': 0.6918899259723571, 'gamma': 0.9397064921642386, 'min_child_weight': 1, 'random_state': 42, 'tree_method': 'hist'} - MSE: 0.0177
2025-05-24 18:01:40,978 - INFO - Trial 38 - Params: {'n_estimators': 628, 'max_depth': 7, 'learning_rate': 0.22098323215817894, 'subsample': 0.663488746075392, 'colsample_bytree': 0.9657732309847143, 'gamma': 3.007171639282143, 'min_child_weight': 2, 'random_state': 42, 'tree_method': 'hist'} - MSE: 0.0163
2025-05-24 18:01:43,299 - INFO - Trial 39 - Params: {'n_estimators': 532, 'max_depth': 3, 'learning_rate': 0.24049453858689993, 'subsample': 0.571938257241309, 'colsample_bytree': 0.6532004538023877, 'gamma': 2.2750471803894436, 'min_child_weight': 4, 'random_state': 42, 'tree_method': 'hist'} - MSE: 0.0163
2025-05-24 18:01:45,247 - INFO - Trial 40 - Params: {'n_estimators': 357, 'max_depth': 4, 'learning_rate': 0.1404854475632618, 'subsample': 0.5475819834535189, 'colsample_bytree': 0.7242212778766856, 'gamma': 2.6688021998944906, 'min_child_weight': 8, 'random_state': 42, 'tree_method': 'hist'} - MSE: 0.0174
2025-05-24 18:01:47,537 - INFO - Trial 41 - Params: {'n_estimators': 478, 'max_depth': 4, 'learning_rate': 0.2704662311659534, 'subsample': 0.7483638862297112, 'colsample_bytree': 0.9356101801279485, 'gamma': 1.3331813242044743, 'min_child_weight': 3, 'random_state': 42, 'tree_method': 'hist'} - MSE: 0.0162
2025-05-24 18:01:49,734 - INFO - Trial 42 - Params: {'n_estimators': 442, 'max_depth': 5, 'learning_rate': 0.2380785501329532, 'subsample': 0.7933796959066949, 'colsample_bytree': 0.9770246015722654, 'gamma': 1.453080622958398, 'min_child_weight': 3, 'random_state': 42, 'tree_method': 'hist'} - MSE: 0.0163
2025-05-24 18:01:51,525 - INFO - Trial 43 - Params: {'n_estimators': 274, 'max_depth': 3, 'learning_rate': 0.04152135171388907, 'subsample': 0.753479047984356, 'colsample_bytree': 0.600408040923377, 'gamma': 1.0480519240056925, 'min_child_weight': 2, 'random_state': 42, 'tree_method': 'hist'} - MSE: 0.0167
2025-05-24 18:01:53,682 - INFO - Trial 44 - Params: {'n_estimators': 456, 'max_depth': 4, 'learning_rate': 0.22169338356401963, 'subsample': 0.7303396112959738, 'colsample_bytree': 0.9077728572383441, 'gamma': 1.8233446635530584, 'min_child_weight': 4, 'random_state': 42, 'tree_method': 'hist'} - MSE: 0.0169
2025-05-24 18:01:56,219 - INFO - Trial 45 - Params: {'n_estimators': 416, 'max_depth': 5, 'learning_rate': 0.08672904640795688, 'subsample': 0.8152464901309318, 'colsample_bytree': 0.9434991450182403, 'gamma': 1.5502552006594512, 'min_child_weight': 3, 'random_state': 42, 'tree_method': 'hist'} - MSE: 0.0163
2025-05-24 18:01:58,265 - INFO - Trial 46 - Params: {'n_estimators': 371, 'max_depth': 4, 'learning_rate': 0.2839458771290572, 'subsample': 0.8897977003264624, 'colsample_bytree': 0.869723090174668, 'gamma': 0.7852157115592573, 'min_child_weight': 1, 'random_state': 42, 'tree_method': 'hist'} - MSE: 0.0163
2025-05-24 18:02:01,024 - INFO - Trial 47 - Params: {'n_estimators': 546, 'max_depth': 3, 'learning_rate': 0.2572347416420585, 'subsample': 0.8568108773415047, 'colsample_bytree': 0.9835824834546761, 'gamma': 0.25674777038043217, 'min_child_weight': 2, 'random_state': 42, 'tree_method': 'hist'} - MSE: 0.0210
2025-05-24 18:02:05,159 - INFO - Trial 48 - Params: {'n_estimators': 955, 'max_depth': 6, 'learning_rate': 0.18932683639981054, 'subsample': 0.6808785844862908, 'colsample_bytree': 0.8455503297737545, 'gamma': 1.277065623841031, 'min_child_weight': 3, 'random_state': 42, 'tree_method': 'hist'} - MSE: 0.0166
2025-05-24 18:02:08,358 - INFO - Trial 49 - Params: {'n_estimators': 712, 'max_depth': 8, 'learning_rate': 0.12758491239927428, 'subsample': 0.9601586452740061, 'colsample_bytree': 0.9153372613226153, 'gamma': 2.2668985225010942, 'min_child_weight': 4, 'random_state': 42, 'tree_method': 'hist'} - MSE: 0.0166
2025-05-24 18:02:10,500 - INFO - Final model trained with ensembling.
